Evaporation,Sunshine,WindGustSpeed,Humidity3pm,Pressure,Cloud3pm,Temp3pm,RainToday,RainTomorrow
3.2,3.4,50.0,89.0,997.75,8.0,10.2,Yes,Yes
4.0,9.2,48.0,45.0,1013.75,6.0,18.7,No,Yes
,,41.0,78.0,1021.95,,10.3,No,Yes
4.0,0.0,37.0,71.0,1013.55,8.0,12.8,No,Yes
,,35.0,51.0,1025.35,,15.9,No,Yes
13.8,3.2,83.0,82.0,1004.55,7.0,9.5,No,Yes
3.0,6.4,74.0,87.0,1001.75,8.0,11.7,Yes,Yes
3.0,5.1,61.0,68.0,1011.8,8.0,13.3,Yes,Yes
12.8,,33.0,43.0,1007.5,8.0,24.7,No,Yes
,,41.0,85.0,1007.9000000000001,,20.1,Yes,Yes
7.2,9.2,43.0,31.0,1016.7,7.0,28.9,No,Yes
7.2,6.1,39.0,79.0,1007.75,8.0,19.2,Yes,Yes
3.0,,61.0,66.0,1004.85,6.0,21.8,Yes,Yes
,,87.0,75.0,1004.1,,15.7,Yes,Yes
21.0,4.3,37.0,32.0,1012.8,6.0,26.5,No,Yes
3.4,8.9,50.0,32.0,1011.25,7.0,21.5,No,Yes
6.8,3.6,69.0,60.0,1011.4,7.0,16.4,Yes,Yes
10.4,12.3,57.0,67.0,1011.3,6.0,37.7,No,Yes
18.6,0.6,39.0,98.0,1009.4,8.0,18.2,No,Yes
5.8,3.6,46.0,58.0,1008.1,7.0,26.2,No,Yes
6.2,8.6,63.0,25.0,1008.85,7.0,23.6,No,Yes
4.4,4.5,50.0,54.0,1007.75,7.0,18.3,Yes,Yes
5.2,6.8,63.0,54.0,1008.9,6.0,20.0,Yes,Yes
7.2,0.0,48.0,93.0,1011.6,8.0,18.3,No,Yes
4.0,8.2,43.0,17.0,1012.2,7.0,28.1,No,Yes
6.2,5.6,41.0,61.0,1007.3,5.0,21.7,Yes,Yes
3.2,6.2,26.0,52.0,1019.2,6.0,21.9,No,Yes
2.8,1.3,41.0,68.0,1010.6500000000001,7.0,20.6,Yes,Yes
2.2,7.3,48.0,53.0,1012.45,5.0,21.5,Yes,Yes
,6.8,26.0,51.0,1018.25,7.0,23.4,No,Yes
6.0,1.9,48.0,44.0,1015.65,8.0,23.0,No,Yes
3.4,4.5,59.0,58.0,1012.85,5.0,17.7,Yes,Yes
2.8,5.5,41.0,42.0,1022.2,7.0,18.4,No,Yes
2.2,3.4,48.0,66.0,1022.4,8.0,15.4,No,Yes
4.6,5.4,63.0,45.0,1014.3,6.0,15.6,No,Yes
2.4,1.9,43.0,60.0,1021.65,8.0,13.8,Yes,Yes
3.2,0.0,52.0,74.0,1013.7,8.0,10.5,No,Yes
1.6,4.7,30.0,83.0,1005.55,7.0,15.2,Yes,Yes
2.2,1.0,28.0,76.0,1006.3,7.0,14.8,Yes,Yes
1.8,0.0,44.0,87.0,1008.2,8.0,12.2,No,Yes
1.0,3.2,69.0,89.0,1009.25,8.0,12.2,Yes,Yes
1.8,0.8,44.0,82.0,1018.1500000000001,8.0,14.2,Yes,Yes
1.4,4.5,30.0,74.0,1023.5,6.0,13.3,No,Yes
1.4,7.4,76.0,55.0,1020.55,6.0,11.8,No,Yes
1.8,3.1,65.0,87.0,1020.1,7.0,10.7,Yes,Yes
1.4,2.7,31.0,77.0,1027.9,7.0,12.1,Yes,Yes
2.4,4.3,72.0,73.0,1014.9,6.0,12.0,No,Yes
1.4,7.6,46.0,71.0,1019.55,6.0,14.3,Yes,Yes
0.6,2.6,48.0,88.0,1023.3499999999999,7.0,14.3,Yes,Yes
1.2,3.2,31.0,57.0,1019.25,7.0,16.1,No,Yes
2.8,1.7,57.0,84.0,1014.5,6.0,9.6,No,Yes
1.2,4.4,54.0,55.0,1022.6500000000001,8.0,12.8,No,Yes
1.6,6.6,72.0,56.0,1004.3,6.0,14.3,No,Yes
3.2,2.1,67.0,84.0,1012.8499999999999,6.0,12.6,Yes,Yes
1.6,0.0,35.0,95.0,1018.15,8.0,9.2,No,Yes
2.6,6.7,33.0,66.0,1022.25,6.0,11.5,Yes,Yes
1.0,8.3,20.0,57.0,1019.95,6.0,14.3,No,Yes
1.4,4.3,63.0,78.0,1019.2,7.0,13.0,No,Yes
0.8,0.6,43.0,83.0,1018.15,8.0,7.8,No,Yes
1.2,0.8,30.0,55.0,1014.55,7.0,12.9,No,Yes
0.4,9.9,39.0,52.0,1013.0999999999999,4.0,12.7,No,Yes
2.2,7.1,31.0,53.0,1015.2,6.0,13.8,No,Yes
2.4,2.2,74.0,65.0,997.9000000000001,7.0,13.5,Yes,Yes
2.0,2.6,65.0,81.0,1013.0,7.0,10.1,Yes,Yes
2.2,6.7,41.0,52.0,1017.9,7.0,11.8,No,Yes
2.8,7.3,69.0,66.0,1010.75,6.0,10.9,No,Yes
3.6,6.5,50.0,90.0,1018.5,7.0,8.5,Yes,Yes
1.8,9.9,35.0,37.0,1017.35,3.0,15.0,No,Yes
3.0,3.9,69.0,70.0,1012.1500000000001,7.0,10.5,No,Yes
1.4,,76.0,86.0,1008.75,8.0,9.3,Yes,Yes
,5.2,70.0,67.0,1008.85,,11.5,Yes,Yes
9.6,6.6,48.0,66.0,1018.4,4.0,13.2,Yes,Yes
2.8,0.3,48.0,89.0,1012.2,7.0,8.6,No,Yes
4.4,0.0,94.0,96.0,992.85,8.0,10.8,Yes,Yes
1.2,3.9,43.0,80.0,1017.2,8.0,10.9,Yes,Yes
5.0,2.5,39.0,71.0,1016.7,7.0,14.9,No,Yes
3.6,5.8,56.0,73.0,1012.0,7.0,12.5,No,Yes
1.2,7.6,41.0,42.0,1014.6500000000001,7.0,17.0,No,Yes
3.6,5.2,43.0,86.0,1021.85,5.0,11.2,No,Yes
8.4,0.6,31.0,71.0,1020.6,8.0,18.2,No,Yes
1.6,5.3,46.0,41.0,1007.8,8.0,21.2,No,Yes
3.4,2.8,59.0,61.0,1002.15,7.0,9.9,Yes,Yes
7.6,6.8,48.0,29.0,1015.2,8.0,23.9,No,Yes
8.4,0.6,41.0,91.0,1007.05,8.0,16.7,No,Yes
6.4,1.3,46.0,94.0,1007.35,8.0,16.5,No,Yes
4.4,0.1,37.0,92.0,1013.0,8.0,13.1,Yes,Yes
10.8,0.0,41.0,98.0,1016.8,8.0,17.2,No,Yes
3.6,7.3,35.0,36.0,1012.95,5.0,28.2,No,Yes
5.6,7.4,41.0,52.0,1010.5999999999999,7.0,19.2,Yes,Yes
4.0,4.9,41.0,51.0,1013.9000000000001,7.0,21.1,No,Yes
5.6,0.7,37.0,69.0,1010.75,7.0,20.9,Yes,Yes
2.2,8.1,31.0,75.0,1010.2,7.0,20.5,Yes,Yes
9.0,0.4,44.0,63.0,1008.75,7.0,21.4,No,Yes
3.4,7.9,48.0,37.0,1005.1,6.0,29.6,Yes,Yes
4.8,5.1,61.0,87.0,1000.65,7.0,21.2,Yes,Yes
6.8,8.3,56.0,48.0,1005.7,7.0,19.9,No,Yes
4.6,13.3,61.0,44.0,1007.0999999999999,6.0,18.0,Yes,Yes
7.9,6.6,69.0,43.0,1003.0,7.0,15.0,Yes,Yes
4.0,0.0,33.0,94.0,1001.0,8.0,19.1,No,Yes
6.2,4.8,46.0,63.0,1008.3,7.0,29.9,No,Yes
9.6,3.1,39.0,96.0,1012.95,8.0,20.7,No,Yes
6.6,9.2,56.0,29.0,1014.5,6.0,30.8,No,Yes
6.2,7.2,22.0,47.0,1013.0,5.0,26.6,No,Yes
4.6,0.0,46.0,94.0,1008.45,8.0,18.9,Yes,Yes
10.2,6.4,43.0,29.0,1012.7,7.0,30.8,No,Yes
5.8,2.3,24.0,95.0,1009.3,8.0,22.3,Yes,Yes
6.4,0.0,26.0,94.0,1005.4000000000001,8.0,19.0,No,Yes
4.6,0.0,63.0,96.0,1007.45,8.0,15.1,No,Yes
2.0,8.4,30.0,40.0,1017.5,6.0,17.8,No,Yes
1.8,3.6,48.0,68.0,1019.2,6.0,13.4,No,Yes
0.4,2.7,46.0,75.0,1019.65,7.0,14.1,Yes,Yes
2.4,0.5,46.0,28.0,1014.5999999999999,7.0,22.3,No,Yes
4.2,1.5,81.0,84.0,1003.3,8.0,13.3,Yes,Yes
2.0,3.9,56.0,64.0,1010.3,6.0,10.4,Yes,Yes
3.4,3.1,39.0,52.0,1017.35,7.0,16.7,No,Yes
0.8,,52.0,57.0,1016.9000000000001,6.0,14.4,No,Yes
2.2,6.7,67.0,34.0,1017.75,3.0,15.2,No,Yes
1.8,2.4,61.0,85.0,1019.05,8.0,11.2,Yes,Yes
2.6,7.1,76.0,56.0,1008.6500000000001,6.0,15.7,No,Yes
5.2,5.2,65.0,66.0,1011.6,3.0,10.1,Yes,Yes
1.8,3.2,48.0,95.0,1018.9000000000001,7.0,12.0,Yes,Yes
2.2,9.2,37.0,47.0,1029.25,1.0,15.8,No,Yes
1.4,7.9,37.0,38.0,1023.0,4.0,18.8,No,Yes
4.8,0.2,46.0,65.0,1012.8,8.0,16.5,Yes,Yes
3.2,4.5,57.0,82.0,1012.45,7.0,8.2,No,Yes
3.6,5.2,61.0,86.0,1017.55,7.0,9.9,Yes,Yes
0.2,5.7,74.0,73.0,1011.45,5.0,11.9,Yes,Yes
0.6,4.4,44.0,75.0,1028.45,7.0,10.1,No,Yes
1.0,2.3,35.0,79.0,1026.05,6.0,11.0,Yes,Yes
0.6,3.2,54.0,86.0,1022.7,7.0,10.0,Yes,Yes
1.4,8.8,22.0,46.0,1022.7,3.0,12.8,No,Yes
2.2,0.9,46.0,86.0,1018.0,7.0,10.8,Yes,Yes
1.6,1.4,48.0,96.0,1017.8499999999999,8.0,10.9,No,Yes
4.0,1.4,41.0,42.0,1017.3,7.0,16.9,No,Yes
4.6,1.4,31.0,74.0,1017.15,7.0,14.2,No,Yes
1.8,5.1,39.0,69.0,1014.95,6.0,11.3,No,Yes
2.0,2.9,37.0,80.0,1014.9,6.0,11.0,Yes,Yes
1.8,6.3,52.0,89.0,1015.15,5.0,9.8,Yes,Yes
4.2,0.2,33.0,80.0,1012.7,7.0,10.8,Yes,Yes
0.0,1.1,33.0,93.0,1009.45,7.0,11.8,Yes,Yes
2.8,0.8,48.0,58.0,1017.8499999999999,8.0,15.0,No,Yes
1.4,0.0,39.0,81.0,1008.8,7.0,12.7,Yes,Yes
1.4,6.4,61.0,53.0,1008.0,4.0,11.7,Yes,Yes
1.2,4.9,57.0,85.0,1018.85,7.0,11.9,Yes,Yes
3.2,9.2,57.0,53.0,1019.7,6.0,12.0,No,Yes
3.2,3.7,31.0,68.0,1021.6500000000001,6.0,11.8,No,Yes
0.2,6.6,,75.0,1025.1,6.0,11.0,Yes,Yes
5.8,3.7,74.0,84.0,1003.85,7.0,14.4,No,Yes
5.2,10.9,37.0,14.0,1005.15,0.0,29.7,No,Yes
7.8,3.6,,53.0,1000.4,7.0,18.2,Yes,Yes
5.0,8.3,,52.0,1006.35,6.0,13.7,Yes,Yes
4.4,5.0,,76.0,1005.2,7.0,10.4,Yes,Yes
7.2,0.0,,44.0,1016.55,8.0,17.1,No,Yes
1.4,0.0,26.0,88.0,1012.15,7.0,14.7,Yes,Yes
2.8,2.7,41.0,63.0,1015.65,7.0,12.2,No,Yes
8.4,2.9,52.0,82.0,1009.5999999999999,7.0,16.9,No,Yes
8.0,1.6,44.0,57.0,1020.2,8.0,20.5,No,Yes
5.8,2.0,46.0,69.0,1009.6,8.0,21.4,No,Yes
8.0,7.4,48.0,20.0,1008.9,7.0,30.4,No,Yes
4.2,8.7,57.0,46.0,1006.1500000000001,6.0,26.2,No,Yes
11.4,1.0,41.0,80.0,1012.5,8.0,18.5,No,Yes
7.2,13.0,56.0,23.0,1022.25,6.0,21.5,No,Yes
6.0,0.0,39.0,94.0,1014.6,8.0,14.9,Yes,Yes
2.0,7.6,44.0,76.0,1011.15,7.0,17.4,Yes,Yes
10.6,0.0,63.0,19.0,1006.3499999999999,8.0,28.5,No,Yes
1.8,0.0,33.0,79.0,1007.05,8.0,19.4,Yes,Yes
8.4,0.0,54.0,89.0,1009.2,8.0,19.5,No,Yes
9.0,3.3,50.0,70.0,1005.0,7.0,20.4,Yes,Yes
11.2,0.2,61.0,65.0,1003.8,8.0,25.3,No,Yes
12.8,8.8,52.0,12.0,1010.45,7.0,35.4,No,Yes
9.8,11.8,,36.0,1006.4000000000001,6.0,32.3,No,Yes
5.6,5.0,43.0,18.0,1001.7,7.0,30.7,No,Yes
6.8,0.0,54.0,54.0,1013.45,8.0,18.7,No,Yes
5.2,0.0,61.0,92.0,1010.35,8.0,13.5,Yes,Yes
8.0,4.6,61.0,29.0,1007.3,6.0,28.8,No,Yes
8.2,11.2,43.0,28.0,1007.9000000000001,6.0,30.2,No,Yes
4.6,1.4,39.0,49.0,1013.25,7.0,16.1,No,Yes
4.0,0.3,44.0,84.0,1012.3,8.0,17.6,No,Yes
2.0,9.2,56.0,47.0,1008.65,6.0,18.2,Yes,Yes
4.6,6.1,57.0,74.0,1012.45,7.0,11.7,Yes,Yes
1.2,2.6,41.0,44.0,1028.85,5.0,13.8,No,Yes
3.8,6.5,72.0,63.0,1013.15,6.0,13.8,No,Yes
6.0,0.6,35.0,95.0,1015.25,8.0,8.5,Yes,Yes
2.2,4.6,46.0,80.0,1019.0,8.0,11.1,Yes,Yes
0.8,3.8,41.0,76.0,1020.2,7.0,10.3,No,Yes
4.2,4.0,48.0,95.0,1013.5,8.0,10.2,Yes,Yes
1.2,1.3,52.0,53.0,1014.0,7.0,14.0,No,Yes
1.4,7.4,46.0,54.0,1016.2,7.0,14.0,No,Yes
1.8,4.2,48.0,85.0,1025.9,7.0,12.6,Yes,Yes
1.2,7.2,,32.0,1012.0,5.0,17.8,No,Yes
4.8,0.5,57.0,95.0,1003.95,8.0,8.6,Yes,Yes
2.6,2.4,39.0,72.0,1016.25,7.0,9.3,Yes,Yes
0.8,2.1,37.0,66.0,1033.1,7.0,12.5,No,Yes
2.0,4.1,50.0,48.0,1015.95,7.0,13.9,No,Yes
1.8,5.3,65.0,72.0,1008.6,3.0,10.0,Yes,Yes
2.6,6.0,56.0,78.0,1014.3499999999999,6.0,9.0,Yes,Yes
1.8,0.3,28.0,55.0,1013.95,8.0,13.3,No,Yes
0.2,4.7,30.0,89.0,1006.2,7.0,12.8,Yes,Yes
0.2,6.3,43.0,65.0,1010.35,5.0,12.1,Yes,Yes
1.8,6.6,50.0,66.0,1014.15,6.0,9.8,Yes,Yes
3.0,9.2,48.0,41.0,1020.75,1.0,14.7,No,Yes
2.2,6.9,50.0,52.0,1023.05,3.0,10.5,Yes,Yes
2.2,7.1,67.0,54.0,1011.9000000000001,5.0,12.0,No,Yes
4.0,8.3,57.0,75.0,1012.4000000000001,7.0,11.2,Yes,Yes
5.6,4.6,54.0,89.0,1017.25,7.0,11.6,No,Yes
2.2,1.2,46.0,87.0,1017.3,8.0,11.0,No,Yes
1.0,5.6,85.0,73.0,1009.8,7.0,12.5,Yes,Yes
4.6,8.5,67.0,52.0,1013.0999999999999,4.0,10.0,Yes,Yes
1.8,5.3,33.0,92.0,1023.25,,9.8,Yes,Yes
1.8,5.3,72.0,,1003.3,,,No,Yes
8.8,5.5,78.0,38.0,1002.2,6.0,15.9,No,Yes
4.0,6.2,69.0,50.0,1006.5,7.0,15.5,Yes,Yes
3.6,8.4,80.0,51.0,1017.9000000000001,4.0,12.5,Yes,Yes
3.8,6.3,54.0,76.0,1015.5999999999999,6.0,14.6,No,Yes
6.8,6.9,81.0,70.0,1004.2,6.0,11.1,No,Yes
4.6,3.1,67.0,93.0,1015.55,8.0,5.8,No,Yes
8.2,5.9,56.0,50.0,1016.1500000000001,3.0,19.1,No,Yes
16.0,0.0,72.0,38.0,1006.65,8.0,26.8,No,Yes
7.4,1.9,33.0,82.0,1016.35,7.0,15.2,No,Yes
8.4,2.7,48.0,25.0,1013.75,6.0,32.2,No,Yes
7.4,0.7,37.0,60.0,1015.25,7.0,16.5,No,Yes
4.0,0.0,41.0,52.0,1016.55,8.0,19.0,No,Yes
5.0,9.6,39.0,18.0,1018.8,2.0,18.7,No,Yes
6.0,0.3,54.0,92.0,1006.65,8.0,13.0,Yes,Yes
1.8,6.4,50.0,61.0,1011.05,7.0,17.9,Yes,Yes
6.8,5.8,35.0,56.0,1018.1500000000001,6.0,20.4,No,Yes
5.6,6.2,50.0,26.0,1020.45,7.0,24.5,No,Yes
4.6,6.6,48.0,57.0,1017.5,6.0,17.1,Yes,Yes
4.0,7.7,39.0,52.0,1018.8499999999999,5.0,13.1,Yes,Yes
1.6,6.6,44.0,71.0,1014.45,7.0,12.9,Yes,Yes
2.4,5.3,39.0,66.0,1013.4,7.0,15.0,Yes,Yes
3.6,2.2,33.0,45.0,1013.8499999999999,7.0,16.7,No,Yes
3.0,0.9,31.0,90.0,1008.4,7.0,11.4,Yes,Yes
1.8,1.7,26.0,46.0,1021.3499999999999,6.0,18.3,No,Yes
1.6,5.7,35.0,70.0,1018.8,6.0,19.6,Yes,Yes
2.2,0.0,22.0,97.0,1019.0,,14.9,Yes,Yes
0.8,1.2,54.0,92.0,1011.3,8.0,13.4,Yes,Yes
1.2,2.2,54.0,71.0,1016.85,7.0,14.7,No,Yes
0.6,2.8,31.0,86.0,1015.3499999999999,7.0,12.3,No,Yes
1.4,3.8,37.0,85.0,1020.5999999999999,7.0,10.8,Yes,Yes
1.2,2.6,35.0,77.0,1014.75,6.0,10.5,No,Yes
1.4,0.4,50.0,83.0,1016.2,6.0,9.7,Yes,Yes
1.0,1.7,48.0,88.0,1022.45,7.0,9.4,Yes,Yes
1.2,7.1,30.0,74.0,1030.95,6.0,12.6,No,Yes
3.6,4.0,65.0,51.0,1007.55,,13.4,No,Yes
1.0,4.7,31.0,93.0,1027.3000000000002,8.0,9.9,No,Yes
0.2,0.0,31.0,92.0,1017.8,8.0,14.4,Yes,Yes
1.0,4.2,43.0,83.0,1015.65,6.0,14.5,Yes,Yes
2.0,6.8,50.0,56.0,1012.05,4.0,16.5,No,Yes
2.8,2.9,59.0,70.0,1002.7,8.0,13.3,Yes,Yes
2.0,3.1,67.0,81.0,1009.95,7.0,10.3,Yes,Yes
3.4,5.9,54.0,61.0,1012.5,6.0,7.8,Yes,Yes
1.0,7.2,50.0,83.0,1013.7,7.0,7.2,Yes,Yes
2.4,1.8,46.0,89.0,1019.3,8.0,8.8,Yes,Yes
3.3,,41.0,73.0,1019.55,7.0,13.0,No,Yes
2.9,,72.0,79.0,1016.65,8.0,11.7,No,Yes
1.8,2.1,69.0,92.0,1016.1,8.0,11.9,Yes,Yes
4.8,1.5,44.0,95.0,1013.25,8.0,10.6,No,Yes
2.2,8.2,44.0,48.0,1013.05,6.0,17.4,No,Yes
2.2,9.9,54.0,51.0,1012.45,2.0,13.0,Yes,Yes
4.2,8.3,57.0,66.0,1013.95,6.0,14.7,Yes,Yes
4.0,6.0,63.0,52.0,1013.55,4.0,11.7,Yes,Yes
3.0,4.0,67.0,47.0,1002.4,7.0,16.5,No,Yes
2.2,5.0,63.0,77.0,1011.05,6.0,12.8,Yes,Yes
1.8,7.7,80.0,81.0,1010.7,7.0,12.4,Yes,Yes
1.1,3.9,57.0,90.0,1017.0,8.0,9.6,No,Yes
1.6,2.0,56.0,94.0,1016.5,8.0,11.0,Yes,Yes
0.0,1.0,54.0,89.0,1020.25,7.0,11.8,Yes,Yes
2.8,4.5,67.0,89.0,1004.7,7.0,13.0,No,Yes
1.6,4.0,43.0,90.0,1014.1500000000001,8.0,11.6,No,Yes
2.8,7.4,37.0,62.0,1012.05,5.0,16.3,Yes,Yes
3.4,8.2,56.0,36.0,1007.5,1.0,23.0,No,Yes
4.4,3.6,59.0,84.0,1000.25,6.0,14.5,Yes,Yes
1.4,7.5,54.0,61.0,1008.3499999999999,6.0,15.1,Yes,Yes
6.0,9.4,54.0,43.0,1008.15,5.0,20.3,No,Yes
6.2,1.8,91.0,40.0,1001.6500000000001,8.0,22.5,No,Yes
4.3,5.5,80.0,82.0,1011.95,7.0,11.6,No,Yes
7.6,1.9,43.0,93.0,1011.75,8.0,11.8,No,Yes
6.2,,76.0,6.0,1007.0,7.0,27.4,No,Yes
12.0,1.3,44.0,37.0,1012.35,8.0,25.1,No,Yes
4.8,5.5,91.0,57.0,1006.7,6.0,17.5,Yes,Yes
10.6,4.4,44.0,49.0,1010.45,6.0,23.4,No,Yes
14.8,0.1,37.0,63.0,1010.8,8.0,17.5,No,Yes
12.0,3.0,43.0,15.0,1016.3,8.0,27.2,No,Yes
4.6,12.3,37.0,20.0,1013.15,4.0,30.3,Yes,Yes
10.8,4.6,50.0,56.0,1009.5,8.0,23.2,Yes,Yes
4.2,8.2,67.0,43.0,1006.1500000000001,4.0,17.0,Yes,Yes
5.9,10.2,61.0,51.0,1013.45,5.0,14.2,Yes,Yes
7.8,5.6,57.0,12.0,1008.7,8.0,31.6,No,Yes
9.8,2.4,50.0,74.0,1007.9000000000001,8.0,15.7,Yes,Yes
13.0,3.6,69.0,43.0,1006.8,8.0,30.0,No,Yes
13.0,6.8,80.0,20.0,1010.55,6.0,35.2,No,Yes
13.6,6.4,39.0,6.0,1010.2,7.0,38.4,No,Yes
13.6,0.2,41.0,93.0,1009.35,,19.4,Yes,Yes
5.2,0.0,41.0,96.0,1001.6,8.0,20.2,Yes,Yes
5.4,11.0,41.0,47.0,1009.45,3.0,21.8,No,Yes
5.2,2.9,59.0,57.0,1018.5999999999999,7.0,24.5,No,Yes
10.3,5.1,41.0,18.0,1012.5999999999999,,26.8,No,Yes
5.8,6.0,69.0,51.0,1005.45,7.0,19.2,Yes,Yes
4.2,6.9,50.0,46.0,1010.8,7.0,18.7,Yes,Yes
4.5,3.2,44.0,85.0,1015.55,7.0,19.2,Yes,Yes
1.4,6.2,44.0,48.0,1021.45,6.0,18.5,No,Yes
7.7,0.0,19.0,95.0,1015.95,8.0,19.4,No,Yes
1.2,0.0,20.0,89.0,1014.4000000000001,8.0,19.0,Yes,Yes
3.6,6.5,37.0,42.0,1014.0,7.0,24.9,No,Yes
4.1,5.2,65.0,60.0,1012.5,6.0,16.0,Yes,Yes
2.0,1.9,39.0,65.0,1016.55,7.0,13.6,No,Yes
0.4,0.8,41.0,91.0,1006.75,7.0,7.9,Yes,Yes
2.9,0.0,30.0,86.0,1015.55,8.0,13.0,No,Yes
3.6,2.2,30.0,65.0,1021.15,6.0,19.3,No,Yes
0.4,0.0,35.0,51.0,1012.75,,20.8,No,Yes
2.0,4.2,65.0,84.0,1005.55,7.0,13.2,Yes,Yes
1.0,8.5,37.0,53.0,1021.5,3.0,16.4,No,Yes
2.6,0.0,39.0,95.0,1017.75,8.0,11.7,Yes,Yes
0.8,2.5,33.0,79.0,1019.1500000000001,8.0,12.8,Yes,Yes
1.4,5.5,24.0,84.0,1020.0,7.0,15.0,Yes,Yes
0.0,0.0,48.0,95.0,1007.25,8.0,8.8,No,Yes
0.8,1.1,44.0,94.0,1025.75,8.0,13.0,No,Yes
1.4,2.3,50.0,81.0,1014.5,6.0,13.7,No,Yes
1.6,3.1,46.0,61.0,1016.5999999999999,7.0,14.3,No,Yes
2.5,2.4,70.0,66.0,1008.4,6.0,9.5,Yes,Yes
5.5,,69.0,77.0,1013.5,7.0,13.0,Yes,Yes
0.7,7.1,59.0,46.0,1005.5,6.0,15.1,No,Yes
4.2,6.3,65.0,81.0,1004.15,3.0,8.9,Yes,Yes
1.2,7.3,39.0,75.0,1025.75,6.0,12.0,No,Yes
3.0,3.4,54.0,73.0,1017.45,,11.7,No,Yes
0.4,2.6,44.0,91.0,1021.8,7.0,9.9,Yes,Yes
3.4,1.8,70.0,33.0,1000.45,5.0,17.1,No,Yes
4.0,1.3,70.0,88.0,1001.5999999999999,6.0,9.0,Yes,Yes
2.5,3.2,44.0,76.0,1019.15,,12.0,No,Yes
0.0,0.8,39.0,72.0,1011.7,7.0,11.4,No,Yes
0.0,5.6,63.0,71.0,1013.1,5.0,13.3,Yes,Yes
3.2,4.5,65.0,72.0,1017.2,3.0,10.0,Yes,Yes
2.8,0.2,39.0,72.0,1016.3,7.0,9.9,No,Yes
1.5,3.0,59.0,82.0,1008.45,7.0,12.6,Yes,Yes
2.8,2.1,70.0,91.0,1017.25,8.0,13.1,No,Yes
2.6,5.7,80.0,96.0,1006.3499999999999,8.0,9.6,No,Yes
2.9,8.4,69.0,58.0,1019.1,6.0,9.0,Yes,Yes
2.8,0.0,33.0,86.0,1019.85,8.0,10.0,No,Yes
3.4,4.1,44.0,33.0,1014.85,7.0,19.8,No,Yes
3.1,1.9,46.0,52.0,1013.8499999999999,4.0,12.9,Yes,Yes
2.8,8.2,76.0,28.0,1005.8,6.0,17.3,No,Yes
2.5,6.4,43.0,43.0,1017.4,6.0,15.8,No,Yes
7.0,0.2,85.0,35.0,1003.05,8.0,24.0,No,Yes
7.8,1.6,52.0,92.0,1012.65,8.0,26.2,No,Yes
9.6,9.2,70.0,11.0,1003.95,,32.4,No,Yes
5.4,2.1,46.0,55.0,1008.8499999999999,7.0,23.5,No,Yes
10.9,2.4,44.0,88.0,1009.0,,20.4,No,Yes
3.1,12.9,31.0,24.0,1012.1500000000001,2.0,24.6,Yes,Yes
12.4,9.2,48.0,45.0,1008.45,4.0,27.1,Yes,Yes
11.2,0.0,35.0,79.0,1011.55,8.0,19.1,No,Yes
11.2,0.0,52.0,68.0,1007.35,8.0,21.9,No,Yes
13.8,6.5,50.0,48.0,1011.4,6.0,28.7,No,Yes
7.8,1.1,43.0,88.0,1008.95,8.0,21.5,Yes,Yes
1.9,1.0,46.0,84.0,1007.75,8.0,18.2,Yes,Yes
3.3,0.0,56.0,88.0,1008.95,8.0,15.4,Yes,Yes
5.0,0.0,31.0,84.0,1006.8,8.0,23.7,No,Yes
3.6,0.5,56.0,95.0,1003.4,8.0,17.2,Yes,Yes
6.4,7.4,56.0,38.0,1014.2,6.0,20.2,No,Yes
4.0,7.3,57.0,33.0,1018.5,6.0,18.3,No,Yes
4.0,4.7,37.0,43.0,1013.1,,18.9,No,Yes
5.6,5.0,63.0,66.0,1009.85,,10.8,Yes,Yes
2.2,0.5,28.0,27.0,1017.95,8.0,24.4,No,Yes
8.1,0.6,39.0,93.0,1026.0,8.0,14.8,No,Yes
0.7,6.0,50.0,69.0,1017.3499999999999,,17.3,No,Yes
2.0,4.5,61.0,58.0,1007.75,6.0,13.1,No,Yes
4.4,7.6,72.0,55.0,1009.35,6.0,12.3,No,Yes
6.1,3.0,57.0,92.0,1019.6500000000001,,12.4,Yes,Yes
1.0,2.8,43.0,78.0,1023.8,6.0,13.7,No,Yes
1.4,4.4,57.0,50.0,1018.3,,15.7,Yes,Yes
2.8,2.5,65.0,76.0,1014.5,,15.3,Yes,Yes
1.4,4.6,59.0,57.0,1020.55,6.0,13.4,No,Yes
2.9,1.5,35.0,59.0,1022.8499999999999,8.0,17.1,No,Yes
3.1,7.6,50.0,54.0,1018.8,4.0,17.0,No,Yes
0.6,5.9,33.0,61.0,1022.0999999999999,,14.1,No,Yes
1.7,5.4,48.0,88.0,1019.05,,12.3,Yes,Yes
1.0,6.4,57.0,75.0,1021.25,,15.1,No,Yes
2.4,0.2,24.0,77.0,1023.5,,14.9,No,Yes
0.0,0.0,20.0,94.0,1016.4000000000001,,11.7,No,Yes
2.1,4.6,46.0,68.0,1016.85,6.0,13.1,No,Yes
1.6,4.6,39.0,36.0,1020.25,7.0,15.2,No,Yes
2.2,3.8,48.0,84.0,1014.6,,12.2,Yes,Yes
2.6,5.4,65.0,72.0,1008.75,,8.7,Yes,Yes
2.4,4.8,65.0,74.0,1018.4,,9.2,Yes,Yes
1.4,4.2,48.0,70.0,1021.55,6.0,12.1,Yes,Yes
1.9,2.6,63.0,86.0,1015.95,7.0,9.7,Yes,Yes
